"timeframe","Geo2010","TotPop","geo2010_nf","start_date","end_date","PctPopUnder18Years","PctPop65andOverYears","PctForeignBorn","PctBlackNonHispBridge","PctWhiteNonHispBridge","PctHisp","PctAsianPINonHispBridge","PctFamiliesOwnChildrenFH","PctPopUnder18Years_m","PctPop65andOverYears_m","PctForeignBorn_m","PctBlackNonHispBridge_m","PctWhiteNonHispBridge_m","PctHisp_m","PctAPINonHispBridge_m","PctFamiliesOwnChildFH_m","PctChgTotPop","PctChgPopUnder18Years","PctChgPop65andOverYear","ucounty","indc"
1990,"MD Tract 017 8507.12",1906,24017850712,"01JAN1990","31DEC1990",29,3.8,2.1,9.8,87,1.1,0.5,11,".",".",".",".",".",".",".",".",".",".",".","Charles",0
1990,"MD Tract 017 8507.13",3739,24017850713,"01JAN1990","31DEC1990",29,3.8,2.1,9.8,87,1.1,0.5,11,".",".",".",".",".",".",".",".",".",".",".","Charles",0
1990,"MD Tract 017 8508.01",5298,24017850801,"01JAN1990","31DEC1990",29,4.4,3.0,10,86,1.0,2.5,11,".",".",".",".",".",".",".",".",".",".",".","Charles",0
1990,"MD Tract 017 8508.02",3642,24017850802,"01JAN1990","31DEC1990",32,6.1,2.4,13,84,0.9,2.3,20,".",".",".",".",".",".",".",".",".",".",".","Charles",0
1990,"MD Tract 017 8509.01",5465,24017850901,"01JAN1990","31DEC1990",33,6.6,1.4,18,77,2.8,1.4,33,".",".",".",".",".",".",".",".",".",".",".","Charles",0
1990,"MD Tract 017 8509.02",6103,24017850902,"01JAN1990","31DEC1990",32,3.4,2.9,9.0,88,1.8,1.0,14,".",".",".",".",".",".",".",".",".",".",".","Charles",0
1990,"MD Tract 017 8509.04",1226,24017850904,"01JAN1990","31DEC1990",19,13,3.9,16,84,0.0,0.0,9.7,".",".",".",".",".",".",".",".",".",".",".","Charles",0
1990,"MD Tract 017 8509.05",4108,24017850905,"01JAN1990","31DEC1990",35,2.8,1.8,14,82,2.2,0.8,21,".",".",".",".",".",".",".",".",".",".",".","Charles",0
1990,"MD Tract 017 8509.06",5412,24017850906,"01JAN1990","31DEC1990",35,2.8,1.8,14,82,2.2,0.8,21,".",".",".",".",".",".",".",".",".",".",".","Charles",0
1990,"MD Tract 017 8510.01",2683,24017851001,"01JAN1990","31DEC1990",26,10,2.9,17,80,1.6,1.2,17,".",".",".",".",".",".",".",".",".",".",".","Charles",0
1990,"MD Tract 017 8510.02",6952,24017851002,"01JAN1990","31DEC1990",26,10,2.9,17,80,1.6,1.2,17,".",".",".",".",".",".",".",".",".",".",".","Charles",0
1990,"MD Tract 017 8511",2303,24017851100,"01JAN1990","31DEC1990",28,7.6,1.0,20,78,0.9,0.8,20,".",".",".",".",".",".",".",".",".",".",".","Charles",0
1990,"MD Tract 017 8512",3765,24017851200,"01JAN1990","31DEC1990",28,13,1.4,23,76,0.6,0.1,19,".",".",".",".",".",".",".",".",".",".",".","Charles",0
1990,"MD Tract 017 8513.01",2654,24017851301,"01JAN1990","31DEC1990",29,7.9,1.8,20,76,2.1,1.0,17,".",".",".",".",".",".",".",".",".",".",".","Charles",0
1990,"MD Tract 017 8513.02",3266,24017851302,"01JAN1990","31DEC1990",29,7.9,1.8,20,76,2.1,1.0,17,".",".",".",".",".",".",".",".",".",".",".","Charles",0
1990,"MD Tract 017 8514",4527,24017851400,"01JAN1990","31DEC1990",28,6.1,1.4,26,71,0.2,0.9,20,".",".",".",".",".",".",".",".",".",".",".","Charles",0
1990,"MD Tract 017 8515",2234,24017851500,"01JAN1990","31DEC1990",30,2.6,2.2,13,81,3.3,2.1,10,".",".",".",".",".",".",".",".",".",".",".","Charles",0
1990,"MD Tract 021 7402",3316,24021740200,"01JAN1990","31DEC1990",34,5.8,1.4,3.2,96,0.4,0.0,9.6,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7501",1855,24021750100,"01JAN1990","31DEC1990",28,11,0.5,25,75,0.4,0.0,57,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7502",1935,24021750200,"01JAN1990","31DEC1990",11,18,3.2,7.6,87,2.8,1.1,27,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7503",1841,24021750300,"01JAN1990","31DEC1990",27,13,2.2,58,36,3.9,0.0,76,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7505.03",4330,24021750503,"01JAN1990","31DEC1990",27,5.0,6.6,13,81,2.8,3.6,21,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7505.04",2764,24021750504,"01JAN1990","31DEC1990",26,5.5,6.5,12,81,2.8,3.6,20,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7505.05",5435,24021750505,"01JAN1990","31DEC1990",32,3.5,2.8,8.1,87,2.2,2.6,8.6,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7505.06",792,24021750506,"01JAN1990","31DEC1990",31,4.0,2.9,7.5,88,2.0,2.7,8.3,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7506",2806,24021750600,"01JAN1990","31DEC1990",13,25,2.7,4.2,94,1.0,1.3,11,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7507.01",4590,24021750701,"01JAN1990","31DEC1990",27,12,3.7,7.7,88,1.6,1.8,19,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7507.02",2410,24021750702,"01JAN1990","31DEC1990",27,12,3.7,7.6,88,1.6,1.8,18,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7508.01",521,24021750801,"01JAN1990","31DEC1990",19,15,2.1,4.9,94,0.7,0.7,16,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7508.02",2040,24021750802,"01JAN1990","31DEC1990",19,15,2.1,4.9,94,0.7,0.7,16,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7508.03",4134,24021750803,"01JAN1990","31DEC1990",19,15,2.1,5.1,93,0.8,0.7,16,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7510.01",728,24021751001,"01JAN1990","31DEC1990",22,11,3.0,8.3,90,1.3,0.7,9.8,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7510.02",1333,24021751002,"01JAN1990","31DEC1990",22,11,3.0,8.3,90,1.3,0.7,9.8,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7510.03",1774,24021751003,"01JAN1990","31DEC1990",22,11,3.0,8.3,90,1.3,0.7,9.8,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7510.04",2331,24021751004,"01JAN1990","31DEC1990",22,11,3.0,8.3,90,1.3,0.7,9.8,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7512.01",1866,24021751201,"01JAN1990","31DEC1990",25,11,3.3,5.0,91,0.9,2.6,5.7,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7512.02",2918,24021751202,"01JAN1990","31DEC1990",25,11,3.3,5.0,91,0.9,2.6,5.7,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7512.03",1123,24021751203,"01JAN1990","31DEC1990",25,10,3.1,4.8,91,1.0,2.5,5.8,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7513.01",3281,24021751301,"01JAN1990","31DEC1990",26,9.8,2.5,0.2,98,0.3,1.4,9.4,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7513.02",2638,24021751302,"01JAN1990","31DEC1990",26,9.9,2.5,0.1,98,0.3,1.4,9.5,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7516",2609,24021751600,"01JAN1990","31DEC1990",29,10,0.8,0.4,99,0.2,0.0,6.9,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7517.01",1831,24021751701,"01JAN1990","31DEC1990",29,7.8,1.1,2.7,96,0.1,1.0,6.8,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7517.02",2852,24021751702,"01JAN1990","31DEC1990",29,7.9,1.1,2.7,96,0.1,1.0,6.8,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7518.01",2748,24021751801,"01JAN1990","31DEC1990",29,6.3,1.1,0.7,97,1.1,0.9,7.4,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7518.02",1539,24021751802,"01JAN1990","31DEC1990",29,6.3,1.1,0.7,97,1.1,0.9,7.4,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7519.01",1644,24021751901,"01JAN1990","31DEC1990",26,8.8,2.5,4.5,93,0.9,1.3,12,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7519.02",1276,24021751902,"01JAN1990","31DEC1990",26,8.8,2.5,4.5,93,0.9,1.3,12,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7519.03",3897,24021751903,"01JAN1990","31DEC1990",30,4.4,1.4,1.9,96,1.6,0.1,5.5,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7519.04",803,24021751904,"01JAN1990","31DEC1990",26,8.8,2.5,4.8,92,0.9,1.2,12,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7520.01",3096,24021752001,"01JAN1990","31DEC1990",31,4.1,1.4,1.9,96,1.6,0.1,5.4,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7521.01",2451,24021752101,"01JAN1990","31DEC1990",31,3.4,2.3,0.7,98,0.3,1.0,7.0,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7521.02",3859,24021752102,"01JAN1990","31DEC1990",31,3.4,2.3,0.7,98,0.3,1.0,7.1,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7522.01",1257,24021752201,"01JAN1990","31DEC1990",26,9.8,2.9,12,87,0.5,0.5,17,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7522.02",539,24021752202,"01JAN1990","31DEC1990",26,9.5,3.0,12,87,0.4,0.4,17,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7522.04",1358,24021752204,"01JAN1990","31DEC1990",26,9.5,3.0,12,88,0.4,0.4,17,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7523.01",2729,24021752301,"01JAN1990","31DEC1990",30,7.3,1.5,2.3,96,1.0,0.6,9.6,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7523.02",1465,24021752302,"01JAN1990","31DEC1990",30,7.3,1.5,2.4,96,1.0,0.6,9.7,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7523.03",807,24021752303,"01JAN1990","31DEC1990",29,7.6,1.6,2.9,96,1.0,0.6,9.7,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7525.01",2829,24021752501,"01JAN1990","31DEC1990",28,8.6,1.1,1.9,98,0.2,0.2,9.4,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7525.02",2838,24021752502,"01JAN1990","31DEC1990",28,9.0,1.1,2.5,97,0.2,0.2,10,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7526.01",2698,24021752601,"01JAN1990","31DEC1990",28,9.2,2.3,0.7,97,1.3,0.4,10,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7526.02",1755,24021752602,"01JAN1990","31DEC1990",28,9.3,2.3,0.7,97,1.2,0.4,11,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7526.03",3561,24021752603,"01JAN1990","31DEC1990",28,9.3,2.3,0.7,97,1.3,0.4,11,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7528.01",1489,24021752801,"01JAN1990","31DEC1990",26,10,0.8,0.0,100,0.2,0.0,9.2,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7528.02",2649,24021752802,"01JAN1990","31DEC1990",26,10,0.8,0.0,100,0.2,0.0,9.2,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7529",2747,24021752900,"01JAN1990","31DEC1990",25,11,0.4,1.1,98,0.4,0.2,9.2,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7530.01",2878,24021753001,"01JAN1990","31DEC1990",23,13,0.4,0.7,99,0.5,0.0,16,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7530.02",1890,24021753002,"01JAN1990","31DEC1990",23,13,0.4,0.7,99,0.5,0.0,16,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7651",3897,24021765100,"01JAN1990","31DEC1990",19,16,2.0,12,87,1.2,0.2,13,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7668",4409,24021766800,"01JAN1990","31DEC1990",16,11,1.6,2.5,96,0.3,0.7,20,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7675",3016,24021767500,"01JAN1990","31DEC1990",26,9.8,0.0,0.4,100,0.0,0.0,15,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7676",2598,24021767600,"01JAN1990","31DEC1990",26,10,0.5,0.7,98,1.2,0.2,10,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7707",3111,24021770700,"01JAN1990","31DEC1990",29,6.4,1.4,0.5,98,1.3,0.6,7.2,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7722",2037,24021772200,"01JAN1990","31DEC1990",26,12,1.8,21,77,0.1,1.2,29,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7735",4106,24021773500,"01JAN1990","31DEC1990",33,5.8,1.4,3.2,96,0.4,0.0,9.6,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7753.02",3117,24021775302,"01JAN1990","31DEC1990",28,11,0.5,7.4,92,0.6,0.0,17,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7754",3472,24021775400,"01JAN1990","31DEC1990",28,11,0.5,7.5,92,0.6,0.0,17,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 021 7756",1817,24021775600,"01JAN1990","31DEC1990",29,7.9,1.1,2.7,96,0.1,1.0,6.8,".",".",".",".",".",".",".",".",".",".",".","Frederick",0
1990,"MD Tract 031 7001.01",3163,24031700101,"01JAN1990","31DEC1990",28,5.8,4.5,7.7,88,2.1,1.6,9.6,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7001.03",3004,24031700103,"01JAN1990","31DEC1990",27,7.8,5.3,5.4,89,2.9,2.6,12,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7001.04",2736,24031700104,"01JAN1990","31DEC1990",28,2.3,13,11,75,4.6,9.0,12,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7001.05",4002,24031700105,"01JAN1990","31DEC1990",28,2.3,13,11,75,4.6,9.0,12,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7002.04",1972,24031700204,"01JAN1990","31DEC1990",18,13,1.3,0.7,99,0.3,0.3,5.7,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7002.05",3707,24031700205,"01JAN1990","31DEC1990",36,2.8,2.9,1.6,95,1.5,2.1,8.9,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7002.06",5030,24031700206,"01JAN1990","31DEC1990",36,2.8,2.9,1.7,95,1.5,2.1,8.9,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7002.07",4451,24031700207,"01JAN1990","31DEC1990",31,5.5,4.5,5.0,91,1.2,1.5,16,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7002.08",1592,24031700208,"01JAN1990","31DEC1990",31,5.5,4.5,5.0,91,1.2,1.5,16,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7003.04",478,24031700304,"01JAN1990","31DEC1990",29,5.9,2.1,0.7,98,0.4,0.5,8.2,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7003.06",2051,24031700306,"01JAN1990","31DEC1990",29,2.1,11,9.9,78,4.3,7.8,13,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7003.08",4788,24031700308,"01JAN1990","31DEC1990",27,2.0,10,7.6,83,4.2,5.0,18,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7003.09",2284,24031700309,"01JAN1990","31DEC1990",27,2.0,11,7.6,83,4.3,5.0,18,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7003.10",3382,24031700310,"01JAN1990","31DEC1990",27,2.0,10,7.6,83,4.3,5.0,18,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7003.11",2367,24031700311,"01JAN1990","31DEC1990",25,7.9,4.3,4.9,91,2.1,1.3,4.7,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7003.12",686,24031700312,"01JAN1990","31DEC1990",25,7.9,4.3,5.0,91,2.1,1.3,4.6,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7004",1883,24031700400,"01JAN1990","31DEC1990",25,13,1.7,12,85,2.0,1.0,14,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7005",5233,24031700500,"01JAN1990","31DEC1990",30,5.3,3.5,5.2,92,1.9,1.0,15,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7006.04",4817,24031700604,"01JAN1990","31DEC1990",30,6.1,9.8,4.6,89,1.2,4.9,5.3,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7006.06",4826,24031700606,"01JAN1990","31DEC1990",34,2.5,17,2.9,79,3.4,14,7.5,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7006.07",6620,24031700607,"01JAN1990","31DEC1990",35,3.1,24,4.6,68,4.4,23,10,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7006.08",3529,24031700608,"01JAN1990","31DEC1990",30,5.6,14,4.5,84,2.7,9.1,6.1,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7006.10",1361,24031700610,"01JAN1990","31DEC1990",25,3.2,9.6,8.8,82,3.1,5.3,13,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7006.11",296,24031700611,"01JAN1990","31DEC1990",25,3.9,9.1,9.0,83,3.0,5.0,13,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7006.13",2069,24031700613,"01JAN1990","31DEC1990",25,3.6,9.7,8.3,83,2.9,5.3,12,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7006.14",2123,24031700614,"01JAN1990","31DEC1990",25,3.2,9.6,8.8,82,3.1,5.3,13,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7006.15",3200,24031700615,"01JAN1990","31DEC1990",36,1.7,15,5.2,79,4.3,11,6.2,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7006.16",3513,24031700616,"01JAN1990","31DEC1990",36,1.8,16,5.1,79,4.3,11,6.2,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7007.04",2311,24031700704,"01JAN1990","31DEC1990",24,11,10.0,7.7,84,5.3,2.9,23,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7007.06",2835,24031700706,"01JAN1990","31DEC1990",25,3.0,16,13,75,4.8,6.7,20,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7007.10",6346,24031700710,"01JAN1990","31DEC1990",32,4.0,17,17,66,6.3,11,18,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7007.11",5629,24031700711,"01JAN1990","31DEC1990",28,4.3,19,12,67,7.2,13,16,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7007.13",4823,24031700713,"01JAN1990","31DEC1990",18,13,23,13,68,10,8.4,24,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7007.15",5645,24031700715,"01JAN1990","31DEC1990",33,1.6,20,10,68,6.2,15,11,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7007.16",5915,24031700716,"01JAN1990","31DEC1990",33,1.5,21,10,68,6.2,15,11,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7007.17",6195,24031700717,"01JAN1990","31DEC1990",21,3.7,22,12,65,12,10,20,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7007.18",16,24031700718,"01JAN1990","31DEC1990",21,3.7,22,12,65,12,10,20,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7007.19",5525,24031700719,"01JAN1990","31DEC1990",29,3.0,29,18,55,16,11,26,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7007.20",2179,24031700720,"01JAN1990","31DEC1990",29,3.0,29,18,55,16,11,26,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7007.21",2443,24031700721,"01JAN1990","31DEC1990",19,13,22,13,68,10,8.2,23,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7007.22",3007,24031700722,"01JAN1990","31DEC1990",19,13,22,13,68,10,8.3,23,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7007.23",2869,24031700723,"01JAN1990","31DEC1990",18,13,23,13,68,10,8.4,24,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7007.24",1669,24031700724,"01JAN1990","31DEC1990",18,13,23,13,68,10,8.4,24,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.10",5709,24031700810,"01JAN1990","31DEC1990",30,3.2,12,11,79,6.3,4.0,20,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.11",3740,24031700811,"01JAN1990","31DEC1990",30,4.7,12,15,75,5.7,4.2,26,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.12",3739,24031700812,"01JAN1990","31DEC1990",22,6.8,12,8.3,80,5.5,5.5,15,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.13",5348,24031700813,"01JAN1990","31DEC1990",25,8.8,20,8.0,79,7.2,5.7,15,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.15",4616,24031700815,"01JAN1990","31DEC1990",32,0.4,12,17,71,7.3,3.4,16,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.16",6371,24031700816,"01JAN1990","31DEC1990",25,4.3,19,16,64,9.8,9.5,26,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.17",1971,24031700817,"01JAN1990","31DEC1990",25,4.3,19,16,64,9.8,9.4,26,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.18",5171,24031700818,"01JAN1990","31DEC1990",25,1.5,12,12,77,5.2,5.8,21,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.19",5923,24031700819,"01JAN1990","31DEC1990",25,1.5,12,12,77,5.2,5.8,21,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.20",1628,24031700820,"01JAN1990","31DEC1990",28,3.5,14,11,75,5.1,8.9,20,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.22",1656,24031700822,"01JAN1990","31DEC1990",28,3.5,14,11,75,5.1,8.9,20,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.23",4896,24031700823,"01JAN1990","31DEC1990",28,3.5,14,11,75,5.1,8.9,20,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.24",304,24031700824,"01JAN1990","31DEC1990",26,2.8,25,7.5,69,4.0,20,11,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.26",811,24031700826,"01JAN1990","31DEC1990",26,2.8,25,7.5,69,4.0,20,11,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.28",856,24031700828,"01JAN1990","31DEC1990",26,2.8,25,7.5,69,4.0,20,11,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.29",1105,24031700829,"01JAN1990","31DEC1990",26,3.5,22,11,66,6.7,15,18,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.30",984,24031700830,"01JAN1990","31DEC1990",29,3.0,9.3,15,74,6.7,3.8,19,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.32",1815,24031700832,"01JAN1990","31DEC1990",29,3.0,9.3,15,74,6.7,3.8,19,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.33",2590,24031700833,"01JAN1990","31DEC1990",29,3.0,9.3,15,74,6.7,3.8,19,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.34",2909,24031700834,"01JAN1990","31DEC1990",32,1.5,13,13,72,5.8,9.1,15,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7008.35",3214,24031700835,"01JAN1990","31DEC1990",32,1.5,13,13,72,5.8,9.1,15,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7009.01",2435,24031700901,"01JAN1990","31DEC1990",18,17,21,22,57,12,9.2,25,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7009.02",3656,24031700902,"01JAN1990","31DEC1990",25,11,14,27,56,9.1,6.0,32,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7009.03",1609,24031700903,"01JAN1990","31DEC1990",20,6.5,13,16,70,6.9,7.0,51,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7009.04",1716,24031700904,"01JAN1990","31DEC1990",18,21,45,4.7,58,16,20,12,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
1990,"MD Tract 031 7009.05",3577,24031700905,"01JAN1990","31DEC1990",23,15,58,2.8,61,10,26,6.9,".",".",".",".",".",".",".",".",".",".",".","Montgomery",0
